id,sentiment,timestamp
1269730434973401093,1,2020-06-07 20:38:20
1269730305541373953,0,2020-06-07 20:37:49
1269730148569567233,-1,2020-06-07 20:37:12
1269729198337216512,0,2020-06-07 20:33:25
1269728767443861505,0,2020-06-07 20:31:43
1269728425343844360,0,2020-06-07 20:30:21
1269418776354791425,1,2020-06-06 23:59:55
1269417143961092096,1,2020-06-06 23:53:26
1269416965115908097,-1,2020-06-06 23:52:43
1269416841098801152,1,2020-06-06 23:52:14
1269416638631141376,1,2020-06-06 23:51:25
1269416495135682562,-1,2020-06-06 23:50:51
1269416395219128321,1,2020-06-06 23:50:27
1269416395219128321,0,2020-06-06 23:50:27
1269416241967628288,1,2020-06-06 23:49:51
1269416076250451968,1,2020-06-06 23:49:11
1269415623500546049,1,2020-06-06 23:47:23
1269415235724722176,0,2020-06-06 23:45:51
1269414668373803008,1,2020-06-06 23:43:36
1269414476299804673,1,2020-06-06 23:42:50
1269414418028400642,0,2020-06-06 23:42:36
1269414203112087553,1,2020-06-06 23:41:45
1269413091076444162,-1,2020-06-06 23:37:20
1269412520785215490,1,2020-06-06 23:35:04
1269412101757550592,1,2020-06-06 23:33:24
1269411249097281536,0,2020-06-06 23:30:00
1269410446064472064,-1,2020-06-06 23:26:49
1269409832215420934,1,2020-06-06 23:24:23
1269409177128046598,1,2020-06-06 23:21:46
1269409155766337536,1,2020-06-06 23:21:41
1269409009301405696,0,2020-06-06 23:21:06
1269409009301405696,-1,2020-06-06 23:21:06
1269408595453652992,0,2020-06-06 23:19:28
1269408595453652992,-1,2020-06-06 23:19:28
1269408043575500801,1,2020-06-06 23:17:16
1269407532046594048,1,2020-06-06 23:15:14
1269406758071685123,1,2020-06-06 23:12:10
1269406283578441728,0,2020-06-06 23:10:17
1269405237938229248,1,2020-06-06 23:06:07
1269404676644057092,0,2020-06-06 23:03:53
1269403807802290176,-1,2020-06-06 23:00:26
1269403584128581632,-1,2020-06-06 22:59:33
1269401587958464513,-1,2020-06-06 22:51:37
1269401268478410753,0,2020-06-06 22:50:21
1269401056498384897,-1,2020-06-06 22:49:30
1269400343802269696,0,2020-06-06 22:46:40
1269399711200555009,0,2020-06-06 22:44:10
1269398311020175366,0,2020-06-06 22:38:36
1269398025681723393,0,2020-06-06 22:37:28
1269396525408542721,1,2020-06-06 22:31:30
1269396494089695237,0,2020-06-06 22:31:23
1269395170090418186,1,2020-06-06 22:26:07
1269394636755415040,0,2020-06-06 22:24:00
1269394448942796802,1,2020-06-06 22:23:15
1269394408140615680,-1,2020-06-06 22:23:05
1269394126589628417,1,2020-06-06 22:21:58
1269393619485708288,1,2020-06-06 22:19:57
1269392995637329920,0,2020-06-06 22:17:28
1269392015084707840,1,2020-06-06 22:13:35
1269391619591208961,0,2020-06-06 22:12:00
1269391460547407875,1,2020-06-06 22:11:23
1269391182783811584,1,2020-06-06 22:10:16
1269391142145134592,0,2020-06-06 22:10:07
1269390939518369792,1,2020-06-06 22:09:18
1269389032338923520,0,2020-06-06 22:01:44
1269388711252328448,1,2020-06-06 22:00:27
1269388709092298758,0,2020-06-06 22:00:27
1269388163493048321,1,2020-06-06 21:58:16
1269387328075726849,-1,2020-06-06 21:54:57
1269386716529516544,1,2020-06-06 21:52:31
1269386632567959555,1,2020-06-06 21:52:11
1269386593749655552,-1,2020-06-06 21:52:02
1269386510383689732,-1,2020-06-06 21:51:42
1269386292883795968,1,2020-06-06 21:50:50
1269384942187921415,-1,2020-06-06 21:45:28
1269384566734753793,1,2020-06-06 21:43:59
1269384063355359233,1,2020-06-06 21:41:59
1269383925463281664,-1,2020-06-06 21:41:26
1269382566257270784,1,2020-06-06 21:36:02
1269382320106147843,1,2020-06-06 21:35:03
1269382191995334657,1,2020-06-06 21:34:33
1269381904844886019,1,2020-06-06 21:33:24
1269381587118034945,-1,2020-06-06 21:32:08
1269381107667079169,1,2020-06-06 21:30:14
